Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Fern Mixed Butter - 1 kg,Fern,118.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h21/h08/51574106816542/200Wx200H_195679_main.jpg,Fern Mixed Butter - 1 kg,https://cdnprod.mafretailproxy.com/sys-master-root/he1/h0b/51574106947614/1700Wx1700H_195679_main.jpg,https://www.carrefouregypt.com/mafegy/en/mixed-butter/fern-mixed-butter-1k/p/195679,195679,1kg,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"We have especially worked with Homecooks and also chefs and curated a spice mix which will take your taste buds for a wonderful journey through sweet, sour, spicy and umami.
Make your buttermilk super tasteful with this mix.","Mixed butter is a delicious bread spread, an essential ingredient of baking and a known enhancer for many food items.
This smooth creamy chunk from the house of fern can be added to sauce, Indian gravy and baked products.
A flavour profile which elevates the taste of your food, We have especially worked with Homecooks and also chefs and curated a spice mix which will take your taste buds for a wonderful journey through sweet, sour, spicy and umami.
Make your buttermilk super tasteful with this mix."
Almarai Full Fat Milk - 1.5 Liters,Almarai,60.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/hbb/30871907500062/509555_main.jpg_200Wx200H,Almarai Full Fat Milk - 1.5 Liters,https://cdnprod.mafretailproxy.com/sys-master-root/h48/hc3/30871907762206/509555_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/almarai-full-fat-milk-1-5l/p/509555,509555,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"The high calcium content makes the bones and teeth strong and healthy.
You can still enjoy this drink if you are on a calories-count diet.
Just drink it in a moderate amount.","Almarai Full fat milk comes with a high nutritious value that has lots of health benefits.
The high calcium content makes the bones and teeth strong and healthy.
You can still enjoy this drink if you are on a calories-count diet.
Just drink it in a moderate amount."
Romy Extra Cheese,Carrefour,264.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1f/h8a/9342522425374/301140_main.jpg_200Wx200H,Romy Extra Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h91/9342522687518/301140_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/egyptian-cheese/romy-extra-cheese/p/301140,301140,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Almarai Treats Chocolate Milk - 200 ml,Almarai,10.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he1/he9/44921123635230/200Wx200H_420789_main.jpg,Almarai Treats Chocolate Milk - 200 ml,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/hed/44921123766302/1700Wx1700H_420789_main.jpg,https://www.carrefouregypt.com/mafegy/en/uht-flavored-milk/almarai-chocolate-milk-200m/p/420789,420789,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Ideal for storing in the refrigerator for later use, Perfect drink to start your day or satiate your thirst at any time during the day, Makes a perfect accompaniment with snacks, crisps, and more.","Chocolate flavoured milk satiates your taste buds with every sip, Enriched with vitamins and calcium to provide you with added nutritional benefits.
Bottle with lid design enables easy handling and storage, Ideal for storing in the refrigerator for later use, Perfect drink to start your day or satiate your thirst at any time during the day, Makes a perfect accompaniment with snacks, crisps, and more."
Bekhero Full Cream Milk - 500 ml,Bekhero,16,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfc/he2/26626488696862/40556_main.jpg_200Wx200H,Bekhero Full Cream Milk - 500 ml,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/he9/26626488827934/40556_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/bekhero-full-cream-milk-500m/p/40556,40556,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Thick texture helps in preparing delicious curds
Excellent component of portion-controlled diets
Suitable for having with a variety of dishes
Packed with calcium and protein for strengthening bones and muscles",Bekhero milk is created using state-of-the-art technologies and high-quality ingredients that effectively maintain the nutritional value of liquid milk.
Shredded Mozzarella,Baladna,109.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/he8/14610780323870/420316_main.jpg_200Wx200H,Shredded Mozzarella,https://cdnprod.mafretailproxy.com/sys-master-root/haa/hef/14610780586014/420316_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/egyptian-cheese/shreeded-mozzarela/p/420316,420316,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"You can add it on Pizza
High Quality Cheese","It is premium freeze-dried. Never dehydrated, powdered, or containing any unhealthy artificial fillers or preservatives! Contains only the best nutrients and ingredients to stay tasting fresh and savory upon reconstitution."
Romy Batarekh Cheese With Pepper,Carrefour,259.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2d/hfa/9655172399134/323521_main.jpg_200Wx200H,Romy Batarekh Cheese With Pepper,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/hf4/9655172530206/323521_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/egyptian-cheese/romy-batarekh-with-pepper/p/323521,323521,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Juhayna Natural Yogurt - 105 gram - 12 Count,Juhayna,67.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/hb3/26626489679902/442823_main.jpg_200Wx200H,Juhayna Natural Yogurt - 105 gram - 12 Count,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/had/26626489810974/442823_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/plain-yogurt/juhayna-natural-yoghurt-105g-9-3/p/442823,442823,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Contains calcium for strengthening your bones and teeth
Helps recharge your body after a physically tiring activity
Keeps your body cool during summer
Enriched in proteins, carbohydrates and fats for keeping the body healthy","The Juhayna Natural Yoghurt cools off your body heat and provides energy for carrying out tedious physical tasks. It is enriched in all the major energy components, including proteins, carbohydrates and fats for maintaining a healthy constitution."
Almarai Treats Strawberry Milk - 200 ml,Almarai,10.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h70/hf4/44921123962910/200Wx200H_420787_main.jpg,Almarai Treats Strawberry Milk - 200 ml,https://cdnprod.mafretailproxy.com/sys-master-root/h24/hc0/44921124093982/1700Wx1700H_420787_main.jpg,https://www.carrefouregypt.com/mafegy/en/uht-flavored-milk/almarai-strawberry-milk-200m/p/420787,420787,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Ideal for storing in the refrigerator for later use, Perfect drink to start your day or satiate your thirst at any time during the day, Makes a perfect accompaniment with snacks, crisps, and more.","Strawberry flavoured milk satiates your taste buds with every sip, Enriched with vitamins and calcium to provide you with added nutritional benefits.
Bottle with lid design enables easy handling and storage, Ideal for storing in the refrigerator for later use, Perfect drink to start your day or satiate your thirst at any time during the day, Makes a perfect accompaniment with snacks, crisps, and more."
Irish Cheddar Cheese,Al arabia,394.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/he8/14584618352670/362884_main.jpg_200Wx200H,Irish Cheddar Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/h64/he1/14584618582046/362884_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/cheddar-cheese/irish-cheddar-cheese/p/362884,362884,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,"Carrefour offers you a broad variety of cheese and cold cuts from all the brands you trust, stored in our high-tech refrigerators which keeps their original taste for long. Just think of how you like your breakfast sandwich, easily choose your favorite products with the desired weight; and have it delivered to you at the comfort of your own home."
Juhayna Mix Chocolate Milk - 200ml,Juhayna,10.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h7f/26626487877662/12728_main.jpg_200Wx200H,Juhayna Mix Chocolate Milk - 200ml,https://cdnprod.mafretailproxy.com/sys-master-root/h86/hcd/26626488008734/12728_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/uht-flavored-milk/juhayna-mix-chocolate-milk-200m/p/12728,12728,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Brand: Juhayna
Flavor: Chocolate
Size: 200 ml
No preservatives
No Artificial Flavors","Juhayna has pioneered the flavored milk market with their Mix range which offers innovative products for kids, teens and adults providing them with a range of vitamins and minerals that come together in a premium blend of delicious taste."
Fresh Baramily Cheese,Carrefour,98.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h73/hfe/12572924280862/345956_main.jpg_200Wx200H,Fresh Baramily Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/ha4/hf4/12572924543006/345956_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/soft-cheese-cottage/cheese-bramily-fresh/p/345956,345956,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Danone Plain Natural Yogurt - 100 gm - Pack of 6+2,Danone,39.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h15/h78/10297480806430/500944_main.jpg_200Wx200H,Danone Plain Natural Yogurt - 100 gm - Pack of 6+2,https://cdnprod.mafretailproxy.com/sys-master-root/h3f/hc7/10297481068574/500944_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/plain-yogurt/danone-plain-yogurt-100-g-6-2/p/500944,500944,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Juhayna Mix Strawberry Milk - 200ml,Juhayna,10.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h56/hd4/26626488205342/12729_main.jpg_200Wx200H,Juhayna Mix Strawberry Milk - 200ml,https://cdnprod.mafretailproxy.com/sys-master-root/h15/hd8/26626488336414/12729_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/uht-flavored-milk/juhayna-mix-strawberry-milk-200m/p/12729,12729,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Brand: Juhayna
Flavor: Strawberry
Size: 200 ml
No preservatives
No Artificial Flavors","Juhayna has pioneered the flavored milk market with their Mix range which offers innovative products for kids, teens and adults providing them with a range of vitamins and minerals that come together in a premium blend of delicious taste."
Domty Talaga Cheese Low Salt,Domty,112.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/h26/9342321721374/301142_main.jpg_200Wx200H,Domty Talaga Cheese Low Salt,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h1f/9342321983518/301142_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/soft-cheese-cottage/domty-talaga-low-salt/p/301142,301142,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Mainz Cheese Cheddar,Mainz,219.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/h42/13368132173854/508415_main.jpg_200Wx200H,Mainz Cheese Cheddar,https://cdnprod.mafretailproxy.com/sys-master-root/h5e/h38/13368132435998/508415_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/egyptian-cheese/mainz-cheese-cheddar-kg/p/508415,508415,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Juhayna Skimmed Milk - 1.5 Liter,Juhayna,59.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h14/11051595399198/12720_main.jpg_200Wx200H,Juhayna Skimmed Milk - 1.5 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/h19/h1b/11051595530270/12720_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/uht-milk-skimmed/juhayna-skimmed-milk-1-5l/p/12720,12720,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Nutrient-rich milk promotes a healthy lifestyle
Can be consumed on its own or with tea and other meals
Excellent addition to your healthy diet",Energize your every morning with the Juhayna Skimmed Milk. It is an excellent addition to your daily diet that not only promotes a healthy lifestyle and but also makes you look good. This fat-free skimmed milk is also rich in calcium and protein.
Belhana Full Cream Milk - 450 ml,Labanita,11,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h17/15085633142814/183994_main.jpg_200Wx200H,Belhana Full Cream Milk - 450 ml,https://cdnprod.mafretailproxy.com/sys-master-root/h72/h1b/15085633273886/183994_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/balhana-full-cream-milk-450m/p/183994,183994,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Dina Farms Istanboli Cheese - 450 gram,Dina Farms,76.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h39/hac/47699723583518/200Wx200H_581209_main.jpg,Dina Farms Istanboli Cheese - 450 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h48/hb2/47699723714590/1700Wx1700H_581209_main.jpg,https://www.carrefouregypt.com/mafegy/en/feta-white-cheese/dina-farms-istanboli-cheese-450-g/p/581209,581209,450g,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavours which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerised and will enchant you in every bite.","Dina Farm Istanboli Cheese fresh flavour and great taste.
Also, it provides an extra rich look to the finished product.
This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavours which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerised and will enchant you in every bite."
Karish Cheese,Carrefour,94.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hac/h2b/14610774949918/327038_main.jpg_200Wx200H,Karish Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/h77/h22/14610775113758/327038_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/soft-cheese-cottage/karish-cheese/p/327038,327038,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Rich -taste cheese
You can eat it at breakfast or dinner
You can use it in many recipes
full of nutritional benefits",
Dina Farms Low Salt Cheese - 450 gram,Dina Farms,76.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc6/hb9/47699723976734/200Wx200H_581207_main.jpg,Dina Farms Low Salt Cheese - 450 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/hf8/47699724107806/1700Wx1700H_581207_main.jpg,https://www.carrefouregypt.com/mafegy/en/feta-white-cheese/dina-farms-low-salt-cheese-450-g/p/581207,581207,450g,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavour which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerized and will enchant you in every bite.","Dina Farms Low Salt Cheese fresh flavour and great taste.
Also, it provides an extra rich look to the finished product.
This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavour which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerized and will enchant you in every bite."
